"James Rannie Swinton","George Raphael Ward"
"James Rannie Swinton","George Zobel"
"Piero Sraffa","Heinz Kurz"
"Eliseu Visconti","Henrique Cavalleiro"
"Vladimir Colin","Horia Aramă"
"Kas Oosterhuis","Hyperbody Research Group"
"Ion Negoițescu","Iustin Panta"
"Therkel Mathiassen","Jørgen Meldgaard"
"Cornelis de Bie","Jacob Weyerman"
"Boris Kalin","Janez Lenassi"
"Corwin Clairmont","Jay Laber"
"Franz Eisenhut","Josef Pechan"
"Alexander Christakis","Ken Bausch"
"Rahima Naz","Khowar poetry"
"Piero Sraffa","Krishna Bharadwaj"
"Wolfgang Stegmüller","Lorenz Bruno Puntel"
"Lim Cheng Hoe","Loy Chye Chuan"
"Eliseu Visconti","Marques Junior"
"Constant Tonegaru","Mihail Crama"
"Boris Kagarlitsky","Mikhail Neizhmakov"
"Jeong Hyeong-don","Noh Hong-chul"
"Jeong Jun-ha","Noh Hong-chul"
"Arthur Prior","Patrick Blackburn"
"Ross Macdonald","Paul D. Marks"
"Mavis Doering","Peggy Brennan"
"Anatol E. Baconsky","Petre Stoica"
"Traian Demetrescu","Radu D. Rosetti"
"Constant Tonegaru","Radu Teculescu"
"Kas Oosterhuis","Remko Siemerink"
"Arthur Prior","Robert Bull"
"James Bard","Samuel Ward Stanton"
"Yamazaki Ansai","Satō Naokata"
"Boris Kalin","Slavko Tihec"
"Georgette Chen","Tay Chee Toh"
"Georgette Chen","Thomas Yeo"
"Boris Kagarlitsky","Vasily Kholtashov"
"Mathias Dewatripont","Wouter Dessein"
"Milan Komar","Zorko Simčič"
"Dosso Dossi","Jacopo Panicciati"
"George Parshall","Frederick N. Tebbe"
"Franz Brentano","Antonio Millán-Puelles"
"Franz Brentano","Barry Smith"
"Erik Lindahl","Duncan K. Foley"
"Piero Sraffa","Fernando Vianello"
"Yoshifumi Kondō","Masashi Ando"
"Julia Margaret Cameron","Sarah Angelina Acland"
"Alfred Schütz","David Sudnow"
"William Vickrey","Lynn Turgeon"
"Lucy Telles","Julia F. Parker"
"Maine de Biran","Émile Boutroux"
"Giulio Cesare Croce","Anton Pann"
"Michel Aflaq 3","Bashar al-Assad"
"Groucho Marx","Bill Cosby"
"George Gurdjieff","Colin Wilson"
"Benjamin Walker","Colin Wilson"
"Steven Parrino","Dash Snow"
"Michel Aflaq 3","Hafez al-Assad"
"Cluub Zarathustra","Harry Hill"
"Evan Durbin","Hugh Gaitskell"
"Joseph Schumpeter","Immanuel Wallerstein"
"Michel Aflaq 3","Izzat Ibrahim ad-Douri"
"Ingrid Baxter","Jeff Wall"
"Anders Chydenius","Johan Norberg"
"Ernst Mayer","Johann Halbig"
"Groucho Marx","Johnny Carson"
"Kenneth Waltz","Joseph Nye"
"George Gurdjieff","Katherine Mansfield"
"Charles Gabriel Seligman","Meyer Fortes"
"Groucho Marx","Milton Berle"
"Amjad Jauhari","Muhammad Husayn Tabatabaei"
"Karen R. Polenske","Ngozi Okonjo-Iweala"
"Joseph Schumpeter","Nicholas Georgescu-Roegen"
"George Gurdjieff","P. D. Ouspensky"
"Mitrofan Lodyzhensky","P. D. Ouspensky"
"George Gurdjieff","P. L. Travers"
"Gregory Bateson","Richard Bandler"
"Joseph Schumpeter","Robert Heilbroner"
"Ingrid Baxter","Rodney Graham"
"Suzanne Briet","S. R. Ranganathan"
"Gustav von Schmoller","Werner Sombart"
"Franz Bauer","William Hooker"
"Mubashir Hassan","Zulfikar Ali Bhutto"
"Leo Frobenius","Aimé Césaire"
"Samuel Alexander","Alfred North Whitehead"
"Claude Henri de Rouvroy, comte de Saint-Simon","Auguste Comte"
"Eladio Vélez","Débora Arango"
"Alfredo Ramos Martínez","David Alfaro Siqueiros"
"Giada Trebeschi","Emily Brontë"
"Gregory Bateson","Gilles Deleuze"
"Walter Gordy","Hans Georg Dehmelt"
"Henrik Lacaj","Ismail Kadare"
"Eduardo Torroja Caballe","Julio Rey Pastor"
"Claude Henri de Rouvroy, comte de Saint-Simon","Karl Marx"
"George Gurdjieff","Keith Jarrett"
"Jean-Baptiste Benoît Eyriès","Lord Byron"
"Upasni Maharaj","Meher Baba"
"Nikolay Lossky","Nicolai Hartmann"
"Joseph Schumpeter","Peter Drucker"
"Léon Bonnat","Raoul Dufy"
"Frederick N. Tebbe","Richard R. Schrock"
"Poul Martin Møller","Søren Kierkegaard"
"Michel Aflaq 3","Saddam Hussein"
"Aureliano Maestre de San Juan","Santiago Ramón y Cajal"
"Albertus Magnus Albert the Great 1","Thomas Aquinas"
"Louis Grell","Walt Disney"
"Clinton Davisson","William Shockley"
"Groucho Marx","Woody Allen"
"Josiah Warren","Émile Armand"
"Evan Durbin","Anthony Crosland"
"Peter Geach","Anthony Kenny"
"Lewis Binford","David L. Clarke"
"George Gurdjieff","E. J. Gold"
"Wang Ganchang","Frederick Reines"
"Arthur F. Burns Economics, Macroeconomics 1","George Stigler"
"Léon Bonnat","Gustave Caillebotte"
"Carl Shapiro","Hal Varian"
"Arnold Klebs","Harvey Williams Cushing"
"Joseph Schumpeter","Israel Kirzner"
"David Stove","James Franklin"
"George Gurdjieff","Jane Heap"
"Suzanne Briet","Jesse Shera"
"Antoine Blanc de Saint-Bonnet","Jules Amédée Barbey d'Aurevilly"
"Josiah Warren","Kevin Carson"
"Claude Henri de Rouvroy, comte de Saint-Simon","Léon Halévy"
"Leo Frobenius","Léopold Sédar Senghor"
"John Muth","Thomas J. Sargent"
"Pierre Janet","William James"
"Jules Lequier","William James"
"William Klein","Daidō Moriyama"
"Amjad Jauhari","Muhammad Mustafa Jauhar"
"Jakob Schegk","Second scholasticism"
"Steven Parrino","Banks Violette"
"Léon Bonnat","Frederic Porter Vinton"
"Michel Aflaq 3","Fuad al-Rikabi"
"Léon Bonnat","George Burroughs Torrey"
"Noh Hong-chul","Haha"
"Ted Chippington","Richard Herring"
"Frithjof Bergmann","Robert C. Solomon"
"Michel Aflaq 3","Salah Jadid"
"Ted Chippington","Stewart Lee"
"Cluub Zarathustra","Stewart Lee"
"Timothy Plowman","Wade Davis"
"Michel Aflaq 3","Akram al-Hawrani"
"Elmer Ernest Southard","Myrtelle Canavan"
"Abdur Razzaq","Kamal Hossain"
"Park Ji-won","Yu Deuk-gong"
"Hong Dae-yong","Yu Deuk-gong"
"Gregory Bateson","Anti-psychiatry"
"Maine de Biran","François Picavet"
"Maine de Biran","Louis Lavelle"
"George Gurdjieff","Philip Mairet"
"Irving Fisher","Steve Keen"
"Basil Moore","Steve Keen"
"Jan Mikulicz-Radecki","Walther Kausch"
"Abdur Razzaq","Ahmed Sharif"
"Josiah Warren","Benjamin Tucker"
"Alfredo Ramos Martínez","Federico Cantú Garza"
"Giada Trebeschi","Italo Calvino"
"George Gurdjieff","Jean Toomer"
"Deborah Tall","John D'Agata"
"George Gurdjieff","Maurice Nicoll"
"Irshad Alasr Jafri","Mazhar Kaleem"
"Zaheer Ahmed","Mazhar Kaleem"
"Alfredo Ramos Martínez","Ramón Alva de la Canal"
"Alexandre Kojève","Raymond Queneau"
"Abdur Razzaq","Salimullah Khan"
"Abdur Razzaq","Sardar Fazlul Karim"
"Abul A'la Maududi","Abdul Haq Ansari"
"Michel Aflaq 3","Abdullah Rimawi"
"Michel Aflaq 3","Nureddin al-Atassi"
"Gustav Cassel","Gösta Bagge"
"Franz Joseph Gall","Alexandre Lacassagne"
"Kenneth Waltz","Robert Keohane"
"Antoine Blanc de Saint-Bonnet","Léon Bloy"
"Kuki Shūzō","Takeo Doi"
"Mathieu Kessels","Louis Jehotte"
"Ludwig Lachmann","Bruce Caldwell"
"Dinesh Kumar Mani","Charaka"
"Maine de Biran","Félix Ravaisson-Mollien"
"Thomas Furlong","Max Weber"
"Wilhelmina Weber Furlong","Max Weber"
"Svetozar Marković","Nikola Pašić"
"Noh Hong-chul","Gil Seong-joon"
"Ibn Dihya al-Kalby","Ibn al-Salah"
"Abul A'la Maududi","Israr Ahmed"
"Abul A'la Maududi","Khurram Murad"
"Abul A'la Maududi","Khurshid Ahmad"
"Richard Thurnwald","Wolfram Eberhard"
"Ibn Hajar al-Asqalani","Al-Sakhawi"
"Guillermo Calvo","Carmen Reinhart"
"Joseph Schumpeter","John Burr Williams"
"Gregory Bateson","William Irwin Thompson"
"Thomas Furlong","Allen Tucker"
"Wilhelmina Weber Furlong","Allen Tucker"
"Park Ji-won","Pak Je-ga"
"Hong Dae-yong","Pak Je-ga"
"Yahya ibn Ma'in","Muhammad al-Bukhari"
"Abul A'la Maududi","Qazi Hussain Ahmad"
"Gregory Bateson","Stephen Nachmanovitch"
"Augustyn Wróblewski","Edward Abramowski"
"Federico Halbherr","Luigi Pernier"
"Edmund Phelps","Roman Frydman"
"Ivo Urbančič","Tine Hribar"
"Cluub Zarathustra","Bridget Christie"
"Arthur F. Burns Economics, Macroeconomics 1","Alan Greenspan"
"Gustav Cassel","Bertil Ohlin"
"Michel Aflaq 3","Gamal Abdel Nasser"
"Maria Bal","Jacek Malczewski"
"Joseph Schumpeter","James Tobin"
"Irving Fisher","James Tobin"
"Alvin Hansen","James Tobin"
"Joseph Schumpeter","Samuel P. Huntington"
"Antonio Bellucci","Antonio Balestra"
"Irving Fisher","Ben Bernanke"
"Groucho Marx","Brendon Small"
"Donald Russell","Christopher Pelling"
"Joseph McElroy","David Foster Wallace"
"Giorgio Agamben","Dominick LaCapra"
"Joseph Schumpeter","Erik S. Reinert"
"Leo Frobenius","Ezra Pound"
"Allyn Abbott Young","Frank Knight"
"Clinton H. Stagg","Agatha Christie"
"Kalanos","Alexander the Great"
"Jules Dupuit","Alfred Marshall"
"Amjad Jauhari","Ayatollah"
"William Lax","Henry Cavendish"
"Sender Garlin","Howard Zinn"
"Franz Joseph Gall","Cesare Lombroso"
"Claude Henri de Rouvroy, comte de Saint-Simon","Charles Fourier"
"Alfred Radcliffe-Brown","Claude Lévi-Strauss"
"Gregory Bateson","Jay Haley"
"George Schaller","Dian Fossey"
"Samuel Alexander","John Anderson"
"Gregory Bateson","John Grinder"
"Kenneth Waltz","John Mearsheimer"
"Jean-Baptiste Benoît Eyriès","John William Polidori"
"Ronnie Shakes","Jonathan Katz"
"Jan Baptist van Helmont","Franciscus Sylvius"
"George Gurdjieff","Frank Lloyd Wright"
"Rudolf von Jhering","Karl Llewellyn"
"Gabriel Wagner","Gottfried Wilhelm Leibniz"
"Ludwig Gies","Kurt Schumacher"
"Maine de Biran","Henri Bergson"
"Petr Chelčický","Leo Tolstoy"
"Mitrofan Lodyzhensky","Leo Tolstoy"
"Josiah Warren","Lysander Spooner"
"Bert F. Hoselitz","John Forbes Nash, Jr."
"Nicholas Johannsen","John Maynard Keynes"
"Josiah Warren","John Stuart Mill"
"Alexander Potebnja","Lev Vygotsky"
"Claude Henri de Rouvroy, comte de Saint-Simon","Louis Blanc"
"Jules Cotard","Marcel Proust"
"Emil Lask","Martin Heidegger"
"Julia Gregson","Michael Jackson"
"Albertus Magnus Albert the Great 1","Meister Eckhart"
"Giada Trebeschi","Molière"
"George Gurdjieff","Moshé Feldenkrais"
"Bonaventure Bonaventure 1","Nicholas of Cusa"
"Albertus Magnus Albert the Great 1","Nicholas of Cusa"
"Leo Frobenius","Oswald Spengler"
"Joseph Schumpeter","Paul Samuelson"
"Alvin Hansen","Paul Samuelson"
"Jean-Baptiste Benoît Eyriès","Percy Bysshe Shelley"
"Heinrich Pesch","Oswald von Nell-Breuning"
"Claude Henri de Rouvroy, comte de Saint-Simon","Pierre-Joseph Proudhon"
"Jean-François Lyotard","Richard Rorty"
"Alvin Hansen","Robert Solow"
"Gregory Bateson","R. D. Laing"
"Groucho Marx","Ricky Gervais"
"George Gurdjieff","Robert Anton Wilson"
"Kenneth Waltz","Robert Gilpin"
"Kenneth Waltz","Stephen Walt"
"Giada Trebeschi","Umberto Eco"
"Petr Chelčický","Unity of the Brethren"
"Josiah Warren","Stephen Pearl Andrews"
"Giada Trebeschi","Victor Hugo"
"Patrick Kennedy","W. B. Yeats"
"Victor Goldschmidt","Ted Ringwood"
"Giada Trebeschi","William Shakespeare"
"George Gurdjieff","Thomas de Hartmann"
"Tjalling Koopmans","Trygve Haavelmo"
"Nikolay Lossky","Vladimir Lossky"
"Abdur Razzaq","Ahmed Sofa"
"Gregory Bateson","Bradford Keeney"
"Al-Hasan ibn 'Ali al-Barbahari","Ibn Battah"
"Ata ibn Abi Rabah","Ibn Jurayj"
"Michel Aflaq 3","Amin al-Hafiz"
"Suzanne Briet","Bruno Latour"
"Gregory Bateson","Félix Guattari"
"Ghalib","Faiz Ahmad Faiz"
"Augustus De Morgan","Isaac Todhunter"
"Philippe Pinel","Jean-Étienne Dominique Esquirol"
"Zhang Deli","Liu Dao"
"Karl Georg Christian von Staudt","Mario Pieri"
"Gregory Bateson","Paul Watzlawick"
"Elmer Ernest Southard","Robert Yerkes"
"Michel Aflaq 3","Salah al-Din al-Bitar"
"Augustus De Morgan","Thomas Corwin Mendenhall"
"Theodor Zwinger","Thomas Muffet"
"Jacques Drèze","Roger J-B Wets"
"Zhang Deli","Rose Tang"
"Rod Johnson","Mik Kersten"
"A. T. Hill","Waldo Rudolph Wedel"
"Edmund Phelps","Gylfi Zoega"
"Julian de Ajuriaguerra","Mario Christian Meyer"
"John McCrady","Robert Malcolm Rucker"
"Abul A'la Maududi","Yusuf Islahi"
"Yahya ibn Ma'in","Dawud al-Zahiri"
"Tord Palander","Tõnu Puu"
"Benjamin Walker","Thomas Karlsson"
"Luigi Agricola","Antonio Canova"
"Ghalib","Bahadur Shah II"
"John Muth","Edward C. Prescott"
"Wilhelmina Weber Furlong","Edward Hopper"
"Claude Bernard","François Magendie"
"Antoine Blanc de Saint-Bonnet","Georges Bernanos"
"Joseph Schumpeter","Milton Friedman"
"Irving Fisher","Milton Friedman"
"Arthur F. Burns Economics, Macroeconomics 1","Milton Friedman"
"Jaklin Kornfilt","Noam Chomsky"
"Thomas Furlong","Willem de Kooning"
"Wilhelmina Weber Furlong","Willem de Kooning"
"Emil Lask","György Lukács"
"Thomas Furlong","Alexander Calder"
"Wilhelmina Weber Furlong","Alexander Calder"
"Arthur F. Burns Economics, Macroeconomics 1","Anna Schwartz"
"Amina Wadud","Asra Nomani"
"José Bonifácio the Younger","Castro Alves"
"Jules Lequier","Charles Hartshorne"
"Joseph Schumpeter","Christopher Freeman"
"Giada Trebeschi","Dario Fo"
"Thomas Furlong","David Smith"
"Wilhelmina Weber Furlong","David Smith"
"Thomas Furlong","Dorothy Dehner"
"Wilhelmina Weber Furlong","Dorothy Dehner"
"Friedrich Meggendorfer","Emil Kraepelin"
"Josiah Warren","Ezra Heywood"
"Irving Fisher","Franco Modigliani"
"Joseph Schumpeter","Harry Gordon Johnson"
"John McCrady","Ida Kohlmeyer"
"Joseph Schumpeter","Igor Egorov"
"T. K. Seung","Jack Balkin"
"Thomas Furlong","John D. Graham"
"Wilhelmina Weber Furlong","John D. Graham"
"Syed Ahmad Khan","Louis Mountbatten, 1st Earl Mountbatten of Burma"
"Pierre Charles Alexandre Louis","Oliver Wendell Holmes, Sr."
"Abul A'la Maududi","Sayyid Qutb"
"Steven Parrino","Terence Koh"
"Thomas Furlong","Thomas Hart Benton"
"Wilhelmina Weber Furlong","Thomas Hart Benton"
"Joseph Schumpeter","Thomas Sowell"
"Gustav von Schmoller","Thorstein Veblen"
"Sender Garlin","Whittaker Chambers"
"José Bonifácio the Younger","Afonso Pena"
"Lü Simian","Ch'ien Mu"
"Herbert Blumer","Erving Goffman"
"W. Lloyd Warner","Erving Goffman"
"Peter Geach","G. E. M. Anscombe"
"Leo Frobenius","Joseph Campbell"
"Adolf Ellegard Jensen","Joseph Campbell"
"Michel Aflaq 3","Assem Qanso"
"Abul A'la Maududi","Jalaluddin Umri"
"Duncan Kennedy","Gary Peller"
"Karl Georg Christian von Staudt","Corrado Segre"
"José Bonifácio the Younger","Joaquim Nabuco"
"Antonie Pannekoek","Paul Mattick"
"Beatrice Mintz","Rudolf Jaenisch"
"Michael J. Piore","Gilles Saint-Paul"
"Robert Barro","Zvi Hercowitz"
"Mathieu Kessels","Eugène Simonis"
"George Gurdjieff","Henry Sinclair, 2nd Baron Pentland"
"Lazăr Șăineanu","Iorgu Iordan"
"Jakob Schegk","Nicolaus Taurellus"
"George Gurdjieff","John G. Bennett"
"Gregory Bateson","Donald deAvila Jackson"
"Jan Mikulicz-Radecki","Ferdinand Sauerbruch"
"György Mihály Vajda","Andrew Arato"
"Michael Halliday","Ruqaiya Hasan"
"George Gurdjieff","Jeanne de Salzmann"
"George Gurdjieff","James Moore"
"Suzanne Briet","Michael Buckland"
"John Doyle","John Leech"
"Steven Parrino","Nate Lowman"
"Giorgio Agamben","Justin Clemens"
"Hamka","Indonesian Ulema Council"
"Lorenz Oken","Étienne Geoffroy Saint-Hilaire"
"George Gurdjieff","Bhagwan Shree Rajneesh"
"Charles Gabriel Seligman","Bronisław Malinowski"
"Gustav Cassel","Gunnar Myrdal"
"Joseph Schumpeter","John Hicks"
"Alvin Hansen","John Hicks"
"Jan Mikulicz-Radecki","Ludwik Rydygier"
"Irving Fisher","Maurice Allais"
"Gregory Bateson","Niklas Luhmann"
"Maurice Halbwachs","Paul Ricœur"
"John Doyle","Richard Doyle"
"George Gurdjieff","Robert Fripp"
"John Muth","Robert Lucas, Jr."
"Thomas Furlong","Rockwell Kent"
"Wilhelmina Weber Furlong","Rockwell Kent"
"John Muth","Finn E. Kydland"
"Lü Simian","Yang Kuan"
"Michael Halliday","J.R. Martin"
"LeMoine FitzGerald","Canadian Group of Painters"
"Park Ji-won","Park Gyu-su"
"Roscoe Pound","Zechariah Chafee"
"Robert Barro","Xavier Sala-i-Martin"
"Abul A'la Maududi","Mian Tufail Mohammad"
"Thomas Furlong","Kimon Nicolaïdes"
"Wilhelmina Weber Furlong","Kimon Nicolaïdes"
"Bennett McCallum","Charles L. Evans"
"Claude Henri de Rouvroy, comte de Saint-Simon","Eugène Flachat"
"Abul A'la Maududi","Ghulam Azam"
"Irshad Alasr Jafri","Ibn-e-Safi"
"Zaheer Ahmed","Ibn-e-Safi"
"Amina Wadud","Michael Muhammad Knight"
"George Gurdjieff","Olgivanna Lloyd Wright"
"Nick Land","Ray Brassier"
"Quentin Meillassoux","Ray Brassier"
"François Laruelle","Ray Brassier"
"Nick Land","Reza Negarestani"
"Muneer Ahmad Rashid","Abdus Salam"
"David B. Zilberman","Alexander Piatigorsky"
"Claude Henri de Rouvroy, comte de Saint-Simon","Benoît Paul Émile Clapeyron"
"Thomas Furlong","Jackson Pollock"
"Wilhelmina Weber Furlong","Jackson Pollock"
"Antonio Bellucci","Jacopo Amigoni"
"Julia Gregson","Justin Bieber"
"Aaron T. Beck","Martin Seligman"
"Jean-Baptiste Benoît Eyriès","Mary Shelley"
"Frithjof Bergmann","Anthony Weston"
"Friedrich Meggendorfer","Max Nonne"
"Ibn Hajar al-Asqalani","Al-Suyuti"
"Idris Azad","Muhammad Iqbal"
"Antoine Blanc de Saint-Bonnet","Louis Veuillot"
"Claude Henri de Rouvroy, comte de Saint-Simon","Pierre Leroux"
"Michel Aflaq 3","Ahmed Hassan al-Bakr"
"Robert Barro","Alberto Alesina"
"Joseph Schumpeter","Anthony Downs"
"Stanley Pinker","Marlene Dumas"
"Yahya ibn Ma'in","Ibrahim ibn Ya'qub al-Juzajani"
"Duncan Kennedy","Louis Michael Seidman"
"Michael Halliday","C.M.I.M. Matthiessen"
"Mahbub ul Haq","Inge Kaul"
"Irving Fisher","Scott Sumner"
"Irving Singer","Alan Soble"
"Peter Geach","Alasdair MacIntyre"
"Tjalling Koopmans","Alok Bhargava"
"Jules Lequier","Charles Bernard Renouvier"
"Daniel Bell","Charles Taylor"
"T. K. Seung","David Williams"
"Charles Gabriel Seligman","E. E. Evans-Pritchard"
"Ingrid Baxter","Ian Wallace"
"Antoine Blanc de Saint-Bonnet","Jean Ousset"
"John Doyle","John Tenniel"
"Elmer Ernest Southard","Karl Menninger"
"Ingrid Baxter","Ken Lum"
"Eric Maskin","Mathias Dewatripont"
"Maine de Biran","Maurice Blondel"
"Josiah Warren","Ralph Borsodi"
"George Gurdjieff","René Daumal"
"Mark Watson","Ricardo Reis"
"Joseph Schumpeter","Robert A. Dahl"
"Saya Saung","Ba Thet"
"Marià Fortuny","Enrico Coleman"
"Bryce Hudson","Ilya Bolotowsky"
"John McCrady","Rolland Golden"
"Zhang Deli","Wang Dongma"
"Wim Kan","Youp van 't Hek"
"Abul A'la Maududi","Syed Ali Shah Geelani"
"Kenneth Waltz","Robert Jervis"
"Claude Henri de Rouvroy, comte de Saint-Simon","Gabriel Lamé"
"Maine de Biran","Pierre Janet"
"Dinesh Kumar Mani","Samuel Hahnemann"
"François Laruelle","Gilles Grelet"
"Hong Dae-yong","Park Ji-won"
"Shen Zhou","Wen Zhengming"
"Herbert Blumer","Anselm Strauss"
"Henry Roy Dean","Max Barrett"
"Federico Halbherr","Margherita Guarducci"
"Emil Lask","Eugen Herrigel"
"Petr Chelčický","Baptist Union in the Czech Republic"
"Maine de Biran","Victor Cousin"
"Robert Lusk","David Steele"
"Thomas Furlong","Jean Charlot"
"Wilhelmina Weber Furlong","Jean Charlot"
"John Muth","Neil Wallace"
"Ingrid Baxter","Roy Arden"
"Aaron T. Beck","Judith S. Beck"
"Iris Zavala","Fernando Lázaro Carreter"
"Ghalib","Urdu poetry"
"Sagar Siddiqui","Urdu poetry"
"Fakhruddin Sajid","Urdu poetry"
"Abu Al-Asar Hafeez Jullundhri","Urdu poetry"
"Faaiz Anwar","Urdu poetry"
"Shen Zhou","Tang Yin"
"Zhou Chen","Tang Yin"
"George Gurdjieff","Oscar Ichazo"
"Atilla Yayla","Mustafa Akyol"
"Ziauddin Ahmad","Syed Ahmad Khan"
"Maine de Biran","Michel Henry"
"George Gurdjieff","Peter Brook"
"Zhou Chen","Qiu Ying"
"George Gurdjieff","Alfred Richard Orage"
"Emil du Bois-Reymond","Eduard Hitzig"
"Sébastien Truchet","Pierre Simon Fournier"
"Joseph Schumpeter","Abram Bergson"
"Reinhard Selten","Axel Ockenfels"
"Joachim Weimann","Axel Ockenfels"
"Abul A'la Maududi","Syed Munawar Hasan"
"Joseph Schumpeter","Carlota Perez"
"Luigi Agricola","Filippo Agricola"
"Ibn Abi Asim","Muhammad Nasiruddin al-Albani"
"Justus Buchler","Stephen David Ross"
"Dieter Henrich","Manfred Frank"
"Harold Tishler","Edward Winter"
"Gregory Bateson","Biosemiotics"
"Charles Bernard Desormes","Nicolas Clément"
"Donat Nonnotte","François-Hubert Drouais"
"Paul Grice","Strawson"
"José Bonifácio the Younger","Rui Barbosa"
"Jakob Klaesi","Ernst Grünthal"
"Jakob Klaesi","Theodor Spoerri"
"Moses Kottler","Lippy Lipshitz"
"Wilhelmina Weber Furlong","Thomas Furlong"
"Éric Geoffroy","Ahmed Bouyerdene"
"Reinhard Selten","Benny Moldovanu"
"Jules Cotard","Brian Echon"
"Zhang Deli","Cai Duobao"
"Costanzo Preve","Diego Fusaro"
"Tamás Erdélyi","G.G. Lorentz"
"Edmund Phelps","Hian Teck Hoon"
"T. K. Seung","Jesper Hede"
"T. K. Seung","Kyle E. Mask"
"Dieter Henrich","Lorenz Bruno Puntel"
"Manfred Frank","Lorenz Bruno Puntel"
"Edmund Phelps","Mordecai Kurz"
"Abdur Razzaq","Rabi Guha"
"Neil Wallace","S. Rao Aiyagari"
"José Bonifácio the Younger","Salvador de Mendonça"
"Turab-ul-Haq Qadri","Syed Shah Abdul Haq Qadri"
"William Cubley","William Caparne"
"Carl Rettenmeyer","William Gotwald"
"Fernando Vianello","Annamaria Simonazzi"
"Kim Min-kyo","Kim Seul-gie"
"Andrew Streitwieser","Roy A. Periana"
"Ba Zaw","Saya Saung"
"Stephen Resnick","Jack Amariglio"
"Donald Russell","Colin William MacLeod"
"Abu Abd al-Rahman Ibn Aqil al-Zahiri","Abdul Aziz al-Harbi"
"Adolf Ellegard Jensen","Helmut Straube"
"Donald Russell","Patrick Finglass"
"Adolf Ellegard Jensen","Adolf Friedrich"
"Pieter Wenning","Terence McCaw"
"Păstorel Teodoreanu","George Lesnea"
"Richard Thurnwald","Hilde Thurnwald"
"Păstorel Teodoreanu","Radu Anton Roman"
"Pieter Wenning","Gregoire Boonzaier"
"Carlos Morel","Ignacio Baz"
"Thomas Furlong","Wilhelmina Weber Furlong"
"Ibn Abi Asim","Muqbil bin Hadi al-Wadi'i"
"Richard Thurnwald","Gerdt Kutscher"
"Adolf Ellegard Jensen","Meinhard Schuster"
"Fernando Vianello","Paolo Trabucchi"
"Pieter Wenning","Robert Broadley"
"Claude Henri de Rouvroy, comte de Saint-Simon","Stéphane Mony"
"Park Ji-won","Yi Deok-mu"
"Hong Dae-yong","Yi Deok-mu"
"François Laruelle","Nick Srnicek"
"Richard Thurnwald","Herbert Baldus"
"Bahman Nassim","Hossein Nassim"
"Karl Georg Christian von Staudt","Eduardo Torroja Caballe"
"Fernando Vianello","Antonella Palumbo"
"Adolf Ellegard Jensen","Eike Haberlandt"
