Company Name,Market Value-Mnthly[-10Y],Market Value-Mnthly[-9Y],Market Value-Mnthly[-8Y],Market Value-Mnthly[-7Y],Market Value-Mnthly[-6Y],Market Value-Mnthly[-5Y],Market Value-Mnthly[-4Y],Market Value-Mnthly[-3Y],Market Value-Mnthly[-2Y],Market Value-Mnthly[-1Y],Market Value-Mnthly[0Y],Price/Earnings - Monthly[-10Y],Price/Earnings - Monthly[-9Y],Price/Earnings - Monthly[-8Y],Price/Earnings - Monthly[-7Y],Price/Earnings - Monthly[-6Y],Price/Earnings - Monthly[-5Y],Price/Earnings - Monthly[-4Y],Price/Earnings - Monthly[-3Y],Price/Earnings - Monthly[-2Y],Price/Earnings - Monthly[-1Y],Price/Earnings - Monthly[0Y],Price/Cash Flow-Share Mtly[-10Y],Price/Cash Flow-Share Mtly[-9Y],Price/Cash Flow-Share Mtly[-8Y],Price/Cash Flow-Share Mtly[-7Y],Price/Cash Flow-Share Mtly[-6Y],Price/Cash Flow-Share Mtly[-5Y],Price/Cash Flow-Share Mtly[-4Y],Price/Cash Flow-Share Mtly[-3Y],Price/Cash Flow-Share Mtly[-2Y],Price/Cash Flow-Share Mtly[-1Y],Price/Cash Flow-Share Mtly[0Y],Price to Book[-10Y],Price to Book[-9Y],Price to Book[-8Y],Price to Book[-7Y],Price to Book[-6Y],Price to Book[-5Y],Price to Book[-4Y],Price to Book[-3Y],Price to Book[-2Y],Price to Book[-1Y],Price to Book[0Y],Beta[-10Y],Beta[-9Y],Beta[-8Y],Beta[-7Y],Beta[-6Y],Beta[-5Y],Beta[-4Y],Beta[-3Y],Beta[-2Y],Beta[-1Y],Beta[0Y],Return on Assets[-10Y],Return on Assets[-9Y],Return on Assets[-8Y],Return on Assets[-7Y],Return on Assets[-6Y],Return on Assets[-5Y],Return on Assets[-4Y],Return on Assets[-3Y],Return on Assets[-2Y],Return on Assets[-1Y],Return on Assets[0Y],Cash[-10Y],Cash[-9Y],Cash[-8Y],Cash[-7Y],Cash[-6Y],Cash[-5Y],Cash[-4Y],Cash[-3Y],Cash[-2Y],Cash[-1Y],Cash[0Y],Bad Debt Reserve[-10Y],Bad Debt Reserve[-9Y],Bad Debt Reserve[-8Y],Bad Debt Reserve[-7Y],Bad Debt Reserve[-6Y],Bad Debt Reserve[-5Y],Bad Debt Reserve[-4Y],Bad Debt Reserve[-3Y],Bad Debt Reserve[-2Y],Bad Debt Reserve[-1Y],Bad Debt Reserve[0Y],EBIT[-10Y],EBIT[-9Y],EBIT[-8Y],EBIT[-7Y],EBIT[-6Y],EBIT[-5Y],EBIT[-4Y],EBIT[-3Y],EBIT[-2Y],EBIT[-1Y],EBIT[0Y]
ACE LTD,"9,847.494 ","10,432.175 ","7,706.180 ","11,559.369 ","12,149.465 ","17,225.209 ","19,754.906 ","20,361.762 ","17,655.752 ","16,955.467 ","21,127.027 ",17.906 ,@NM,154.421 ,8.122 ,10.823 ,15.905 ,8.641 ,7.931 ,15.034 ,6.658 ,6.803 ,14.929 ,388.873 ,24.735 ,14.343 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,1.879 ,2.079 ,1.195 ,1.385 ,1.282 ,1.684 ,1.462 ,1.270 ,1.150 ,0.905 ,0.925 ,@NA,@NA,@NA,@NA,@NA,@NA,0.914 ,1.216 ,0.445 ,0.723 ,0.705 ,1.655 ,(0.402),0.117 ,2.788 ,1.972 ,1.574 ,3.360 ,3.514 ,1.628 ,3.269 ,3.729 ,"2,563.368 ","2,653.306 ","3,111.423 ","4,281.527 ","3,788.783 ","5,169.000 ","4,267.000 ","4,713.000 ","5,589.000 ","4,443.000 ","5,140.000 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,858.340 ,(3.236),154.355 ,"1,894.254 ","1,625.122 ","1,443.000 ","3,067.000 ","3,409.000 ","1,758.000 ","3,387.000 ","3,875.000 "
ACI WORLDWIDE INC,537.875 ,230.357 ,219.548 ,590.116 ,696.287 ,"1,035.184 ","1,287.721 ",799.325 ,555.053 ,583.306 ,892.165 ,232.143 ,@NM,14.419 ,41.400 ,14.750 ,24.217 ,23.189 ,@NM,51.290 ,30.088 ,33.173 ,17.883 ,(12.836),@CF,@CF,13.854 ,21.280 ,18.633 ,41.509 ,51.580 ,16.153 ,19.531 ,2.492 ,1.034 ,1.110 ,5.480 ,3.992 ,5.064 ,4.624 ,3.131 ,2.583 ,2.713 ,3.935 ,@NA,@NA,@NA,@NA,@NA,@NA,2.217 ,1.811 ,0.780 ,0.302 ,0.381 ,0.639 ,(13.137),5.729 ,5.428 ,14.344 ,11.901 ,10.365 ,(1.802),1.914 ,3.326 ,4.521 ,31.506 ,34.902 ,91.651 ,115.282 ,169.632 ,156.512 ,110.148 ,60.794 ,112.966 ,125.917 ,171.310 ,4.904 ,7.916 ,@NA,@NA,@NA,@NA,@NA,2.313 ,1.916 ,2.459 ,6.164 ,1.742 ,(10.331),43.191 ,46.549 ,54.814 ,65.706 ,63.093 ,17.751 ,44.791 ,44.470 ,53.648 
ACTUANT CORP  -CL A,193.195 ,169.065 ,443.279 ,605.059 ,898.927 ,"1,143.740 ","1,230.328 ","1,684.971 ","1,764.245 ",936.522 ,"1,346.472 ",6.858 ,6.931 ,26.199 ,20.762 ,37.465 ,15.474 ,13.226 ,15.924 ,14.341 ,34.463 ,19.058 ,@CF,9.064 ,11.449 ,14.935 ,21.038 ,14.278 ,10.930 ,12.614 ,10.842 ,7.724 ,12.554 ,0.417 ,(1.078),(8.981),(33.764),66.607 ,4.980 ,3.698 ,3.715 ,2.919 ,1.540 ,1.811 ,@NA,@NA,@NA,@NA,@NA,@NA,1.204 ,1.220 ,1.963 ,1.717 ,1.665 ,6.726 ,7.106 ,8.571 ,8.009 ,5.633 ,7.151 ,7.631 ,6.993 ,7.345 ,1.521 ,4.338 ,9.896 ,26.554 ,3.043 ,4.593 ,6.033 ,10.356 ,25.659 ,86.680 ,122.549 ,11.385 ,40.222 ,3.167 ,6.450 ,5.163 ,4.327 ,4.944 ,5.652 ,4.122 ,3.877 ,2.926 ,5.259 ,3.972 ,100.599 ,73.688 ,71.132 ,72.785 ,90.339 ,122.491 ,158.975 ,190.868 ,221.822 ,120.512 ,138.466 
ACUITY BRANDS INC,@NA,@NA,579.292 ,744.143 ,979.904 ,"1,313.376 ","1,871.702 ","2,293.213 ","1,769.030 ","1,383.491 ","1,686.972 ",@NA,@NA,11.111 ,15.574 ,14.381 ,24.405 ,17.584 ,17.397 ,11.888 ,15.364 ,21.169 ,@NA,@NA,5.992 ,7.908 ,9.838 ,14.359 ,14.119 ,14.322 ,9.693 ,10.208 ,14.079 ,@NA,@NA,1.483 ,1.737 ,2.201 ,2.552 ,3.554 ,3.585 ,3.129 ,2.101 ,2.353 ,@NA,@NA,@NA,@NA,@NA,@NA,1.310 ,1.469 ,1.857 ,1.463 ,1.391 ,5.882 ,3.044 ,3.831 ,3.709 ,4.926 ,3.621 ,7.379 ,9.182 ,10.551 ,6.601 ,5.254 ,1.510 ,10.337 ,2.694 ,16.053 ,14.135 ,98.533 ,88.648 ,222.816 ,297.096 ,18.683 ,191.000 ,1.872 ,2.678 ,2.584 ,2.777 ,2.441 ,1.984 ,1.608 ,1.236 ,0.606 ,0.824 ,0.778 ,179.937 ,139.405 ,120.127 ,120.976 ,139.856 ,130.409 ,198.901 ,259.234 ,275.698 ,180.490 ,166.100 
ACXIOM CORP,"2,879.317 ","1,862.488 ","1,493.820 ","1,498.661 ","1,878.634 ","1,995.801 ","2,240.845 ","1,675.864 ",914.512 ,577.755 ,"1,420.113 ",31.368 ,41.750 ,@NM,67.320 ,32.294 ,26.163 ,35.397 ,24.872 ,@NM,15.417 ,32.040 ,17.574 ,8.994 ,27.000 ,8.329 ,11.571 ,7.089 ,7.905 ,5.278 ,3.119 ,2.540 ,6.461 ,5.475 ,2.726 ,3.042 ,2.519 ,3.317 ,3.064 ,3.478 ,3.292 ,1.556 ,1.186 ,2.524 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.606 ,0.328 ,0.980 ,1.041 ,8.175 ,3.559 ,(2.653),1.991 ,4.799 ,4.980 ,4.163 ,4.272 ,(0.529),2.743 ,3.267 ,23.924 ,14.176 ,5.676 ,5.491 ,14.355 ,4.185 ,7.705 ,37.776 ,62.661 ,181.510 ,224.104 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,163.884 ,136.955 ,52.815 ,80.657 ,94.139 ,121.208 ,140.587 ,167.667 ,86.598 ,131.427 ,97.869 
ADOBE SYSTEMS INC,"15,231.737 ","7,609.120 ","6,977.112 ","9,667.036 ","14,451.251 ","16,113.514 ","23,427.096 ","24,179.426 ","12,296.941 ","18,373.500 ","14,142.333 ",52.376 ,37.302 ,36.457 ,36.237 ,32.042 ,26.512 ,47.247 ,33.984 ,14.296 ,47.405 ,18.658 ,43.756 ,24.919 ,28.344 ,34.882 ,30.138 ,@SF,30.515 ,23.945 ,10.901 ,19.806 ,18.393 ,22.610 ,11.358 ,9.179 ,11.192 ,11.790 ,7.746 ,4.768 ,5.109 ,2.813 ,3.914 ,2.781 ,@NA,@NA,@NA,@NA,@NA,@NA,1.686 ,1.558 ,1.727 ,1.795 ,1.601 ,26.913 ,22.097 ,18.201 ,17.128 ,22.996 ,24.703 ,8.483 ,12.668 ,14.976 ,5.308 ,9.516 ,679.853 ,581.613 ,617.737 ,"1,096.533 ","1,313.221 ","1,700.834 ","2,280.879 ","1,993.854 ","2,019.202 ","1,904.473 ","2,468.015 ",5.203 ,6.622 ,4.877 ,4.344 ,3.566 ,2.558 ,1.636 ,1.198 ,0.876 ,3.573 ,2.675 ,414.182 ,390.520 ,318.044 ,378.903 ,591.794 ,728.434 ,580.626 ,859.640 ,"1,060.324 ",731.773 ,"1,016.340 "
ADTRAN INC,822.481 ,"1,007.096 ","1,224.768 ","2,401.355 ","1,461.798 ","2,260.901 ","1,605.616 ","1,418.606 ",926.295 ,"1,417.110 ","2,284.489 ",6.789 ,56.711 ,50.615 ,38.875 ,19.938 ,22.338 ,21.215 ,18.920 ,12.000 ,18.950 ,19.896 ,@CF,25.640 ,36.910 ,35.900 ,15.193 ,23.026 ,15.334 ,16.611 ,10.338 ,17.197 ,21.313 ,1.745 ,2.328 ,2.934 ,5.424 ,3.113 ,4.455 ,3.562 ,3.481 ,2.504 ,3.192 ,4.258 ,@NA,@NA,@NA,@NA,@NA,@NA,1.825 ,1.163 ,1.237 ,1.104 ,1.105 ,22.111 ,3.316 ,4.754 ,10.358 ,13.419 ,15.499 ,14.515 ,15.929 ,16.592 ,13.149 ,16.473 ,88.257 ,107.564 ,144.839 ,143.937 ,182.433 ,266.874 ,139.847 ,162.357 ,138.186 ,196.604 ,189.156 ,0.684 ,5.240 ,5.394 ,2.402 ,0.509 ,0.500 ,0.319 ,0.148 ,0.068 ,0.191 ,0.208 ,91.775 ,18.432 ,37.525 ,80.617 ,101.761 ,144.255 ,105.231 ,104.290 ,113.800 ,104.231 ,153.864 
ADVANCE AUTO PARTS INC,@NA,"1,621.850 ","1,745.388 ","3,004.148 ","3,211.790 ","4,701.373 ","3,742.619 ","3,834.217 ","3,186.352 ","3,830.663 ","5,560.106 ",@NA,82.917 ,27.472 ,23.663 ,17.197 ,20.028 ,16.312 ,16.517 ,13.406 ,14.203 ,16.538 ,@NA,13.982 ,@CF,@CF,10.973 ,13.819 ,10.146 ,9.892 ,8.055 ,9.382 ,11.252 ,@NA,8.259 ,3.826 ,5.030 ,4.212 ,5.149 ,3.779 ,3.599 ,3.013 ,2.964 ,4.869 ,@NA,@NA,@NA,@NA,@NA,@NA,0.730 ,1.588 ,1.147 ,0.679 ,0.508 ,1.226 ,0.881 ,3.836 ,6.318 ,8.539 ,9.233 ,8.623 ,8.494 ,8.031 ,8.798 ,10.317 ,18.009 ,18.117 ,13.885 ,11.487 ,56.321 ,40.783 ,11.128 ,14.654 ,37.358 ,100.018 ,59.209 ,5.866 ,9.547 ,8.038 ,9.720 ,7.362 ,4.715 ,4.563 ,4.481 ,4.920 ,5.740 ,3.732 ,92.789 ,116.760 ,237.517 ,298.651 ,328.758 ,408.492 ,403.350 ,416.429 ,414.927 ,454.385 ,584.933 
ADVANCED ENERGY INDS INC,709.110 ,847.711 ,408.274 ,842.483 ,298.423 ,524.909 ,845.565 ,592.184 ,416.189 ,633.797 ,590.857 ,11.658 ,@NM,@NM,@NM,@NM,118.300 ,9.677 ,17.211 ,@NM,@NM,10.912 ,@CF,47.615 ,(25.616),(21.833),12.198 ,(120.210),12.045 ,7.108 ,12.453 ,(5.540),12.897 ,3.425 ,3.723 ,2.026 ,5.662 ,1.846 ,2.122 ,2.698 ,1.487 ,1.101 ,2.320 ,1.749 ,@NA,@NA,@NA,@NA,@NA,@NA,3.753 ,3.326 ,2.024 ,1.964 ,1.942 ,16.517 ,(6.970),(9.663),(10.667),(3.219),1.168 ,21.166 ,7.486 ,(0.423),(29.759),10.609 ,189.527 ,271.978 ,172.347 ,135.213 ,107.982 ,59.685 ,144.218 ,205.264 ,149.714 ,177.507 ,140.554 ,0.982 ,2.198 ,4.956 ,2.056 ,1.427 ,0.926 ,0.752 ,0.582 ,1.688 ,3.780 ,2.659 ,90.783 ,(33.025),(41.812),(18.826),6.120 ,21.680 ,67.500 ,49.227 ,16.611 ,(30.992),65.988 
ADVANCED MICRO DEVICES,"4,329.003 ","5,389.656 ","2,225.490 ","5,194.006 ","8,082.837 ","12,364.512 ","11,164.132 ","4,541.152 ","1,314.809 ","6,489.095 ","5,576.821 ",4.250 ,@NM,@NM,@NM,88.080 ,74.634 ,@NM,@NM,@NM,21.044 ,12.394 ,3.068 ,7.289 ,8.976 ,(19.622),5.818 ,9.381 ,7.360 ,(4.554),(1.201),(5.869),2.968 ,1.492 ,1.484 ,0.687 ,2.275 ,3.143 ,4.157 ,2.227 ,1.101 ,0.982 ,(11.404),9.083 ,@NA,@NA,@NA,@NA,@NA,@NA,3.333 ,3.177 ,2.438 ,2.322 ,2.189 ,17.443 ,(1.073),(23.189),(3.869),1.162 ,2.271 ,(1.263),(29.255),(31.453),3.382 ,9.488 ,"1,293.165 ",869.997 ,"1,037.705 ","1,313.367 ","1,195.559 ","1,794.766 ","1,541.000 ","1,889.000 ","1,096.000 ","2,676.000 ","1,789.000 ",3.985 ,2.838 ,4.559 ,3.278 ,2.419 ,1.328 ,1.118 ,1.538 ,2.439 ,0.931 ,0.412 ,888.736 ,37.948 ,(852.811),(247.277),227.265 ,247.655 ,401.000 ,"(1,211.000)",(968.000),(513.000),492.000 
ADVENT SOFTWARE INC,"1,206.242 ","1,689.059 ",445.674 ,571.320 ,667.709 ,895.230 ,976.686 ,"1,423.371 ",537.732 ,"1,045.702 ","1,492.598 ",46.584 ,50.969 ,@NM,@NM,@NM,62.913 ,12.382 ,112.708 ,30.723 ,49.671 ,61.617 ,40.672 ,45.069 ,29.259 ,(92.342),(9.677),39.033 ,42.063 ,14.550 ,@CF,@CF,40.264 ,6.447 ,4.493 ,1.220 ,1.642 ,2.613 ,3.861 ,6.763 ,8.871 ,2.777 ,4.649 ,5.896 ,@NA,@NA,@NA,@NA,@NA,@NA,2.366 ,0.797 ,1.632 ,0.946 ,0.931 ,10.490 ,6.936 ,(4.445),(28.278),(4.581),4.150 ,24.320 ,3.585 ,4.503 ,4.573 ,4.955 ,152.432 ,288.550 ,173.829 ,160.072 ,165.529 ,163.432 ,55.068 ,49.589 ,48.351 ,89.150 ,152.023 ,2.626 ,5.166 ,4.834 ,3.528 ,1.830 ,0.434 ,0.649 ,0.379 ,0.667 ,0.600 ,0.335 ,32.282 ,41.400 ,(14.083),(28.747),(7.584),9.375 ,3.453 ,13.444 ,22.301 ,28.009 ,37.145 
AECOM TECHNOLOGY CORP,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"3,434.842 ","2,505.564 ","2,994.085 ","2,817.484 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,32.343 ,16.972 ,15.688 ,11.720 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,26.886 ,13.343 ,11.508 ,9.069 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,2.685 ,1.733 ,1.800 ,1.431 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.903 ,0.942 ,@NA,@NA,@NA,@NA,@NA,3.777 ,2.940 ,4.015 ,4.061 ,4.923 ,4.517 ,@NA,@NA,@NA,@NA,@NA,54.352 ,127.870 ,417.694 ,275.971 ,290.777 ,612.857 ,@NA,@NA,@NA,@NA,@NA,3.706 ,4.335 ,4.501 ,4.816 ,5.480 ,4.353 ,@NA,@NA,@NA,@NA,@NA,95.948 ,102.355 ,144.111 ,216.615 ,264.309 ,327.408 
AEROPOSTALE INC,@NA,@NA,427.194 ,"1,119.315 ","1,547.042 ","1,643.182 ","1,889.474 ","1,883.523 ","1,410.507 ","2,172.878 ","2,121.812 ",@NA,@NA,13.500 ,20.034 ,18.404 ,19.758 ,17.970 ,16.172 ,9.424 ,9.533 ,9.571 ,@NA,@NA,22.317 ,19.905 ,16.876 ,16.820 ,15.786 ,12.860 ,7.515 ,8.564 ,7.249 ,@NA,@NA,3.886 ,6.501 ,7.387 ,6.532 ,6.492 ,7.392 ,4.947 ,4.845 ,4.273 ,@NA,@NA,@NA,@NA,@NA,@NA,1.687 ,1.554 ,1.179 ,1.060 ,0.953 ,8.901 ,8.145 ,13.867 ,17.670 ,20.726 ,16.659 ,18.351 ,25.127 ,22.711 ,28.961 ,29.920 ,3.717 ,6.506 ,87.475 ,138.356 ,182.352 ,225.272 ,276.287 ,111.927 ,228.530 ,346.976 ,265.553 ,@NA,@NA,@NA,@NA,@NC,@NC,@NC,@NC,@NC,@NC,@NC,15.792 ,20.231 ,52.097 ,88.196 ,137.326 ,135.431 ,165.681 ,207.398 ,248.299 ,382.685 ,386.794 
AEROVIRONMENT INC,@NA,@NA,@NA,@NA,@NA,@NA,@NA,403.946 ,482.456 ,504.621 ,566.797 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,18.772 ,22.139 ,20.574 ,26.990 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,23.301 ,20.156 ,16.975 ,29.555 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,3.097 ,2.961 ,2.516 ,2.621 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,0.171 ,0.123 ,@NA,@NA,@NA,@NA,@NA,28.886 ,17.256 ,12.319 ,10.546 ,9.576 ,7.347 ,@NA,@NA,@NA,@NA,@NA,10.060 ,16.920 ,109.634 ,118.439 ,138.024 ,164.435 ,@NA,@NA,@NA,@NA,@NA,0.434 ,0.324 ,0.434 ,0.435 ,0.439 ,1.282 ,@NA,@NA,@NA,@NA,@NA,20.074 ,15.851 ,28.292 ,28.444 ,32.553 ,29.887 
AES CORP,"25,347.520 ","8,715.449 ","1,642.279 ","5,878.175 ","8,869.109 ","10,339.761 ","14,638.703 ","14,315.407 ","5,456.734 ","8,885.529 ","9,599.058 ",32.195 ,19.464 ,@NM,16.857 ,33.341 ,25.532 ,104.952 ,28.905 ,4.528 ,12.557 ,@NM,19.475 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,2.378 ,5.528 ,6.196 ,6.327 ,1.700 ,0.681 ,8.556 ,6.202 ,7.349 ,5.477 ,4.475 ,1.290 ,1.939 ,1.393 ,@NA,@NA,@NA,@NA,@NA,@NA,2.407 ,2.310 ,1.487 ,1.452 ,1.416 ,2.088 ,1.271 ,(7.668),1.124 ,0.892 ,2.147 ,0.433 ,1.437 ,3.494 ,1.844 ,(0.212),"2,178.000 ","1,510.000 ","1,172.000 ","2,214.000 ","1,944.000 ","2,013.000 ","2,567.000 ","3,886.000 ","3,014.000 ","3,864.000 ","4,858.000 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,10.000 ,9.574 ,"1,615.000 ","2,182.000 ","2,033.000 ","2,276.000 ","2,600.000 ","2,957.000 ","3,093.000 ","3,069.000 ","3,368.000 ","3,150.000 ","3,572.000 "
AETNA INC,"5,809.687 ","4,728.424 ","6,190.246 ","10,310.613 ","18,419.588 ","26,973.697 ","22,539.961 ","28,888.092 ","13,141.350 ","13,741.950 ","12,207.051 ",@NM,@NM,15.576 ,11.042 ,15.535 ,17.368 ,13.974 ,16.036 ,9.794 ,10.969 ,7.179 ,@CF,@CF,@CF,@CF,13.589 ,16.375 ,11.724 ,13.619 ,6.547 ,8.034 ,5.705 ,0.514 ,0.468 ,0.811 ,1.340 ,2.028 ,2.894 ,2.336 ,3.007 ,1.414 ,1.440 ,1.221 ,@NA,@NA,@NA,@NA,@NA,@NA,0.475 ,0.629 ,1.689 ,1.261 ,1.242 ,(0.269),(0.674),0.982 ,2.280 ,2.884 ,3.684 ,3.539 ,3.610 ,3.861 ,3.311 ,4.682 ,"17,516.801 ","17,055.801 ","18,091.600 ","18,165.000 ","16,793.699 ","15,684.600 ","15,338.300 ","2,078.200 ","1,815.100 ","4,040.200 ","3,982.100 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,661.900 ,(63.600),825.300 ,"1,659.900 ","2,048.600 ","2,603.500 ","2,712.600 ","2,912.700 ","2,483.700 ","2,169.900 ","2,856.100 "
AFFILIATED MANAGERS GRP INC,"1,220.255 ","1,564.445 ","1,094.276 ","1,484.146 ","2,008.491 ","2,724.327 ","3,172.298 ","3,512.524 ","1,721.948 ","2,832.337 ","5,116.974 ",21.604 ,31.186 ,19.803 ,24.417 ,26.358 ,22.670 ,21.766 ,19.007 ,@NM,46.771 ,33.979 ,10.482 ,18.358 ,13.813 ,18.834 ,21.193 ,20.428 ,17.937 ,16.678 ,8.843 ,"(1,278.133)",31.588 ,2.502 ,2.928 ,1.952 ,2.498 ,4.090 ,3.361 ,5.927 ,5.476 ,1.433 ,2.564 ,2.989 ,@NA,@NA,@NA,@NA,@NA,@NA,1.902 ,2.164 ,2.516 ,2.049 ,2.145 ,7.138 ,4.308 ,4.501 ,3.984 ,3.990 ,5.129 ,5.674 ,5.359 ,0.714 ,1.754 ,2.620 ,31.612 ,73.427 ,27.708 ,253.334 ,161.450 ,140.423 ,310.079 ,378.848 ,475.619 ,409.986 ,429.293 ,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,174.435 ,154.287 ,195.828 ,197.515 ,267.882 ,335.055 ,453.913 ,531.615 ,368.118 ,235.089 ,374.032 
AFFYMETRIX INC,"4,135.450 ","2,187.235 ","1,336.295 ","1,450.587 ","2,247.935 ","3,169.120 ","1,564.575 ","1,597.401 ",209.907 ,414.985 ,355.319 ,@NM,@NM,@NM,102.542 ,46.266 ,46.359 ,@NM,128.556 ,@NM,@NM,@NM,@CF,@CF,101.059 ,51.098 ,35.910 ,34.002 ,40.677 ,39.486 ,3.245 ,(1.419),14.477 ,25.055 ,16.738 ,10.388 ,10.152 ,10.717 ,9.381 ,2.948 ,2.783 ,0.330 ,1.435 ,1.231 ,@NA,@NA,@NA,@NA,@NA,@NA,0.985 ,0.567 ,1.843 ,2.329 ,2.178 ,(8.697),(6.003),(0.271),2.040 ,9.526 ,8.488 ,(1.754),1.111 ,(43.168),(3.789),(2.221),436.030 ,368.823 ,361.458 ,459.883 ,205.715 ,284.932 ,237.151 ,494.362 ,368.664 ,280.705 ,102.994 ,2.896 ,3.959 ,4.119 ,1.055 ,0.892 ,0.426 ,1.933 ,2.768 ,3.408 ,2.775 ,1.783 ,(25.382),(35.115),5.266 ,27.640 ,59.719 ,65.728 ,(5.048),21.376 ,(43.534),(14.028),(9.967)
AFLAC INC,"19,146.508 ","12,824.544 ","15,547.312 ","18,554.189 ","20,158.402 ","23,227.129 ","22,747.184 ","30,551.854 ","21,367.078 ","21,640.328 ","26,593.258 ",27.764 ,18.748 ,18.943 ,23.342 ,16.000 ,15.682 ,15.385 ,18.695 ,17.298 ,14.408 ,11.286 ,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,@CF,4.665 ,2.307 ,2.547 ,2.783 ,2.782 ,2.901 ,2.834 ,3.615 ,3.287 ,2.746 ,2.389 ,@NA,@NA,@NA,@NA,@NA,@NA,0.226 ,0.458 ,0.742 ,1.802 ,1.743 ,1.845 ,1.815 ,1.822 ,1.560 ,2.190 ,2.631 ,2.480 ,2.483 ,1.581 ,1.780 ,2.320 ,"1,236.000 ","1,725.000 ","2,219.000 ","2,453.000 ","4,173.000 ","1,433.000 ","2,036.000 ","2,523.000 ","2,901.000 ","3,069.000 ","4,714.000 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"1,031.000 ","1,100.000 ","1,279.000 ","1,247.000 ","1,850.000 ","2,295.000 ","2,283.000 ","2,526.000 ","1,943.000 ","2,290.000 ","3,734.000 "
AGCO CORP,722.565 ,"1,136.097 ","1,657.964 ","1,518.556 ","1,976.645 ","1,499.718 ","2,821.419 ","6,225.948 ","2,164.265 ","2,989.898 ","4,713.710 ",202.083 ,46.412 ,@NM,20.343 ,11.897 ,47.343 ,@NM,25.271 ,5.603 ,22.000 ,21.286 ,19.061 ,15.228 ,15.986 ,79.498 ,8.684 ,5.965 ,25.533 ,38.056 ,4.188 ,8.946 ,14.721 ,0.933 ,1.359 ,2.097 ,1.794 ,1.503 ,0.977 ,1.806 ,3.359 ,0.987 ,1.225 ,1.864 ,@NA,@NA,@NA,@NA,@NA,@NA,0.584 ,1.651 ,1.760 ,1.747 ,1.797 ,0.166 ,1.077 ,(2.567),2.620 ,3.695 ,0.818 ,(1.577),5.145 ,8.073 ,2.681 ,4.056 ,13.300 ,28.900 ,34.300 ,147.000 ,325.600 ,220.600 ,401.100 ,582.400 ,546.000 ,652.700 ,719.900 ,6.715 ,9.424 ,7.974 ,7.856 ,6.252 ,5.709 ,5.274 ,4.308 ,3.331 ,4.565 ,3.124 ,87.700 ,109.700 ,146.700 ,211.100 ,323.600 ,274.700 ,241.300 ,392.500 ,565.200 ,232.500 ,328.600 
AGILENT TECHNOLOGIES INC,"20,980.258 ","10,258.386 ","6,417.208 ","11,849.659 ","12,169.286 ","15,818.638 ","14,548.973 ","14,244.294 ","7,933.835 ","8,538.071 ","12,053.676 ",31.082 ,@NM,@NM,@NM,34.806 ,110.379 ,10.691 ,22.747 ,11.618 ,@NM,17.665 ,@SF,10.269 ,(13.662),(7.517),20.198 ,36.020 ,9.925 ,18.523 ,9.468 ,25.038 ,20.339 ,4.280 ,1.870 ,1.283 ,4.356 ,3.656 ,4.007 ,3.837 ,4.332 ,2.491 ,3.430 ,4.302 ,@NA,@NA,@NA,@NA,@NA,@NA,2.158 ,2.686 ,1.538 ,1.345 ,1.422 ,8.985 ,(5.084),(12.459),(28.426),4.946 ,2.089 ,19.501 ,8.446 ,9.318 ,(0.407),7.054 ,996.000 ,"1,170.000 ","1,844.000 ","1,607.000 ","2,315.000 ","2,251.000 ","2,262.000 ","1,826.000 ","1,429.000 ","2,493.000 ","4,199.000 ",@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,@NA,"1,074.000 ",(550.000),"(1,133.000)",(353.000),567.000 ,304.000 ,515.000 ,656.000 ,825.000 ,347.000 ,854.000 
